Woreda,Kebele,Crop,Latitude,Longitude
Gursum,Harashi,Maize,9.4040957,42.3478613
Gursum,Harashi,Khat,9.4040957,42.3478613
Meta,Hakabas,Sorghum,9.4484838,41.5918965
Meta,Dhoqe #2,Maize,9.4458735,41.5644465
Fedis,Aneni,Maize,9.0220234,42.0918417
Fedis,Aneni,Khat,9.0220234,42.0918417
Meta,Dhoqe #2,Maize,9.4381509,41.5544541
Meta,Dhoqe #2,Khat,9.4381717,41.5544503
Fedis,Negeya Umerkule,Khat,9.1819881,42.1085282
Babile,Tula,Maize,9.2028704,42.3118492
Babile,Tula,Sorghum,9.2028704,42.3118492
Fedis,Kerensa Lencho,Maize,9.1466654,42.1352579
Fedis,Kerensa Lencho,Sorghum,9.1466654,42.1352579
Fedis,Kerensa Lencho,Khat,9.1466654,42.1352579
Babile,Nejata Gemechis,Maize,9.1569283,42.1792966
Babile,Nejata Gemechis,Sorghum,9.1569283,42.1792966
Babile,Nejata Gemechis,Khat,9.1569283,42.1792966
Jarso,Gara Abdula,Maize,9.4667495,42.2342862
Jarso,Gara Abdula,Wheat,9.466845,42.2342826
Jarso,Gara Abdula,Haricot_Bean,9.4666677,42.2342729
Jarso,Gara Abdula,Potato,9.4668214,42.2342636
Jarso,Gara Abdula,Khat,9.4667004,42.2342921
Deder,Cheka Gemechu,Maize,9.2812826,41.3294072
Deder,Cheka Gemechu,Sorghum,9.2812826,41.3294072
Meta,Hakabas,Maize,9.4520139,41.5955855
Babile,Nejata Gemechis,Sorghum,9.1692059,42.1706632
Babile,Nejata Gemechis,Khat,9.1692059,42.1706632
Chinakesen,Mudi Dawe,Sorghum,9.5263936,42.3861499
Chinakesen,Mudi Dawe,Wheat,9.5263021,42.3861823
Deder,Dire Welteha,Maize,9.2341855,41.4782012
Deder,Dire Welteha,Sorghum,9.2341855,41.4782012
Deder,Dire Welteha,Khat,9.2341855,41.4782012
Deder,Cheka Gemechu,Maize,9.2670022,41.3393586
Deder,Cheka Gemechu,Potato,9.2670022,41.3393586
Deder,Cheka Gemechu,Khat,9.2670022,41.3393586
